'sample #',MLII,V5
632998,950,984
632999,951,988
633000,955,986
633001,954,986
633002,953,984
633003,952,985
633004,952,988
633005,955,989
633006,958,988
633007,958,986
633008,955,983
633009,953,985
633010,955,986
633011,956,985
633012,959,987
633013,957,986
633014,955,984
633015,955,983
633016,955,986
633017,959,986
633018,958,985
633019,960,982
633020,959,982
633021,956,984
633022,958,982
633023,958,987
633024,957,986
633025,959,985
633026,959,982
633027,956,982
633028,958,980
633029,960,985
633030,961,983
633031,960,981
633032,959,978
633033,957,979
633034,957,980
633035,958,981
633036,960,977
633037,960,975
633038,959,973
633039,957,974
633040,958,974
633041,959,975
633042,962,975
633043,961,974
633044,960,970
633045,957,968
633046,959,969
633047,959,971
633048,959,969
633049,957,969
633050,957,967
633051,956,966
633052,956,966
633053,957,967
633054,959,968
633055,960,967
633056,958,968
633057,956,967
633058,958,974
633059,960,976
633060,962,978
633061,962,977
633062,962,977
633063,961,981
633064,962,981
633065,966,988
633066,969,991
633067,971,991
633068,973,994
633069,973,994
633070,975,996
633071,979,1001
633072,980,998
633073,981,998
633074,978,999
633075,978,999
633076,980,1003
633077,982,1002
633078,983,1002
633079,981,1001
633080,980,999
633081,977,1001
633082,979,1004
633083,980,1005
633084,981,1003
633085,981,1002
633086,980,999
633087,977,1000
633088,979,1000
633089,980,1003
633090,982,1002
633091,981,1002
633092,980,1002
633093,978,1001
633094,981,1005
633095,982,1005
633096,985,1004
633097,984,1001
633098,982,999
633099,980,999
633100,979,1003
633101,983,1004
633102,981,1003
633103,981,1002
633104,980,1001
633105,980,1001
633106,978,1000
633107,979,1003
633108,980,1001
633109,978,1000
633110,978,997
633111,975,997
633112,977,999
633113,978,1002
633114,978,1000
633115,976,997
633116,975,995
633117,975,993
633118,974,996
633119,977,999
633120,976,998
633121,977,996
633122,974,993
633123,970,994
633124,972,993
633125,975,995
633126,976,994
633127,975,993
633128,975,994
633129,974,990
633130,973,990
633131,976,994
633132,976,993
633133,975,991
633134,972,991
633135,965,991
633136,969,992
633137,969,992
633138,972,992
633139,969,989
633140,969,989
633141,970,990
633142,970,991
633143,971,996
633144,972,994
633145,973,992
633146,975,990
633147,975,989
633148,977,988
633149,979,992
633150,984,990
633151,982,991
633152,986,989
633153,985,990
633154,988,994
633155,990,993
633156,991,994
633157,992,995
633158,992,992
633159,990,994
633160,990,998
633161,995,999
633162,998,1000
633163,998,1001
633164,999,1001
633165,997,1001
633166,997,1003
633167,998,1001
633168,999,999
633169,999,998
633170,997,998
633171,993,997
633172,993,1000
633173,995,1006
633174,996,1007
633175,994,1008
633176,996,1006
633177,994,1007
633178,996,1009
633179,999,1009
633180,1005,1006
633181,1007,1003
633182,1004,1001
633183,992,999
633184,987,1000
633185,989,1002
633186,988,1000
633187,986,996
633188,979,995
633189,974,996
633190,973,999
633191,969,1000
633192,972,997
633193,972,994
633194,967,992
633195,966,994
633196,967,996
633197,968,997
633198,968,997
633199,967,996
633200,965,995
633201,961,992
633202,965,995
633203,965,994
633204,968,995
633205,964,997
633206,966,995
633207,963,994
633208,965,996
633209,967,996
633210,967,993
633211,967,988
633212,963,980
633213,958,977
633214,953,973
633215,946,971
633216,943,970
633217,938,980
633218,929,1003
633219,925,1033
633220,936,1060
633221,963,1083
633222,996,1106
633223,1028,1129
633224,1066,1152
633225,1121,1178
633226,1183,1204
633227,1232,1216
633228,1263,1205
633229,1276,1160
633230,1269,1092
633231,1229,1020
633232,1169,978
633233,1098,969
633234,1029,978
633235,972,985
633236,938,982
633237,926,986
633238,935,991
633239,947,994
633240,958,994
633241,959,992
633242,959,991
633243,954,987
633244,958,991
633245,962,991
633246,964,991
633247,960,990
633248,959,989
633249,958,990
633250,959,990
633251,961,993
633252,960,991
633253,960,990
633254,957,988
633255,955,992
633256,957,992
633257,959,993
633258,960,993
633259,958,992
633260,957,990
633261,954,992
633262,955,992
633263,956,995
633264,958,994
633265,957,992
633266,956,990
633267,956,991
633268,957,992
633269,957,995
633270,957,994
633271,957,993
633272,955,993
633273,958,991
633274,956,995
633275,957,997
633276,960,994
633277,959,995
633278,958,991
633279,956,990
633280,960,993
633281,960,995
633282,959,994
633283,960,993
633284,960,990
633285,953,988
633286,956,991
633287,956,994
633288,959,992
633289,956,992
633290,956,989
633291,956,989
633292,957,990
633293,960,990
633294,962,987
633295,959,986
633296,961,986
633297,956,985
633298,957,985
633299,960,986
633300,961,985
633301,962,983
633302,962,979
633303,960,980
633304,961,983
633305,962,984
633306,962,980
633307,962,979
633308,959,980
633309,959,979
633310,961,978
633311,963,975
633312,966,977
633313,965,973
633314,962,970
633315,956,968
633316,956,970
633317,961,972
633318,962,973
633319,964,970
633320,961,967
633321,958,968
633322,959,969
633323,961,971
633324,962,973
633325,961,972
633326,962,971
633327,959,975
633328,962,976
633329,965,980
633330,967,983
633331,965,986
633332,966,985
633333,965,988
633334,967,990
633335,969,995
633336,973,997
633337,973,997
633338,976,995
633339,974,996
633340,980,999
633341,982,999
633342,985,1000
633343,985,1000
633344,982,999
633345,980,998
633346,981,1002
633347,982,1005
633348,983,1005
633349,982,1005
633350,980,1000
633351,978,1000
633352,979,1000
633353,981,1001
633354,982,1003
633355,984,1003
633356,981,1002
633357,978,1003
633358,979,1005
633359,981,1006
633360,983,1005
633361,979,1006
633362,980,1002
633363,977,1001
633364,977,1003
633365,977,1005
633366,978,1004
633367,979,1003
633368,978,1000
633369,978,1001
633370,977,1002
633371,980,1003
633372,980,1002
633373,977,998
633374,976,998
633375,975,996
633376,974,999
633377,975,998
633378,978,1000
633379,975,997
633380,971,997
633381,969,996
633382,970,996
633383,970,997
633384,972,997
633385,971,995
633386,969,993
633387,968,994
633388,971,995
633389,971,997
633390,970,993
633391,968,993
633392,967,991
633393,965,992
633394,967,994
633395,970,996
633396,969,997
633397,972,994
633398,972,993
633399,970,990
633400,968,993
633401,967,994
633402,968,993
633403,969,993
633404,967,989
633405,965,993
633406,965,994
633407,967,996
633408,967,997
633409,967,992
633410,965,993
633411,962,991
633412,963,995
633413,965,994
633414,967,994
633415,967,995
633416,967,993
633417,968,993
633418,970,991
633419,973,993
633420,975,992
633421,977,991
633422,978,993
633423,976,993
633424,979,993
633425,984,994
633426,987,994
633427,985,997
633428,984,996
633429,986,997
633430,989,998
633431,993,1002
633432,995,1002
633433,994,1002
633434,994,1001
633435,992,1000
633436,992,1000
633437,990,1005
633438,989,1007
633439,991,1007
633440,991,1008
633441,990,1006
633442,990,1009
633443,993,1007
633444,997,1005
633445,1002,1004
633446,1000,998
633447,993,998
633448,987,999
633449,984,1001
633450,982,1001
633451,980,999
633452,978,996
633453,973,997
633454,968,998
633455,964,998
633456,966,998
633457,964,998
633458,962,995
633459,959,994
633460,960,997
633461,963,996
633462,964,995
633463,966,994
633464,962,993
633465,957,993
633466,959,993
633467,957,997
633468,960,996
633469,959,994
633470,957,990
633471,957,990
633472,954,993
633473,956,995
633474,957,995
633475,961,993
633476,961,989
633477,956,986
633478,955,986
633479,956,985
633480,954,977
633481,948,974
633482,939,966
633483,930,965
633484,930,968
633485,924,982
633486,915,1001
633487,915,1023
633488,925,1036
633489,945,1049
633490,969,1060
633491,994,1076
633492,1022,1089
633493,1060,1104
633494,1109,1119
633495,1155,1141
633496,1194,1165
633497,1221,1174
633498,1242,1156
633499,1255,1107
633500,1250,1036
633501,1212,975
633502,1143,952
633503,1062,957
633504,994,971
633505,947,978
633506,926,975
633507,923,979
633508,933,983
633509,944,987
633510,950,987
633511,948,987
633512,948,984
633513,947,982
633514,947,983
633515,949,984
633516,952,984
633517,950,985
633518,945,982
633519,945,982
633520,945,985
633521,947,986
633522,949,986
633523,950,986
633524,948,982
633525,946,982
633526,946,985
633527,949,986
633528,950,983
633529,948,983
633530,946,981
633531,941,984
633532,942,986
633533,945,990
633534,948,989
633535,948,984
633536,947,984
633537,944,982
633538,944,985
633539,946,986
633540,946,987
633541,945,987
633542,945,986
633543,943,983
633544,945,984
633545,946,985
633546,944,988
633547,944,991
633548,940,989
633549,943,988
633550,943,986
633551,948,984
633552,951,984
633553,948,985
633554,946,984
633555,944,986
633556,944,987
633557,946,991
633558,945,989
633559,947,987
633560,945,985
633561,944,985
633562,946,986
633563,948,984
633564,950,986
633565,949,984
633566,948,982
633567,944,981
633568,944,979
633569,945,983
633570,946,983
633571,947,983
633572,944,981
633573,944,978
633574,947,981
633575,947,981
633576,948,978
633577,947,976
633578,942,970
633579,940,970
633580,942,970
633581,943,972
633582,943,970
633583,945,971
633584,939,967
633585,937,963
633586,941,965
633587,943,968
633588,944,965
633589,943,965
633590,939,965
633591,936,962
633592,937,962
633593,938,967
633594,940,968
633595,942,967
633596,942,966
633597,940,970
633598,943,974
633599,944,979
633600,947,980
633601,947,982
633602,950,980
633603,953,984
633604,954,985
633605,957,988
633606,959,992
633607,961,993
633608,963,990
633609,962,991
633610,963,993
633611,965,994
633612,965,997
633613,965,997
633614,967,1000
633615,966,997
633616,968,995
633617,970,995
633618,969,994
633619,964,993
633620,960,991
633621,961,993
633622,963,998
633623,966,1001
633624,971,999
633625,973,998
633626,972,996
633627,968,996
633628,969,998
633629,971,999
633630,971,999
633631,972,997
633632,968,993
633633,966,993
633634,967,996
633635,964,995
633636,966,995
633637,967,993
633638,964,989
633639,960,988
633640,960,993
633641,960,994
633642,965,995
633643,963,993
633644,961,990
633645,960,989
633646,962,989
633647,963,992
633648,961,992
633649,960,993
633650,957,989
633651,957,988
633652,956,987
633653,958,989
633654,960,992
633655,961,993
633656,961,992
633657,958,990
633658,955,990
633659,960,988
633660,959,986
633661,959,988
633662,955,986
633663,952,984
633664,954,984
633665,956,987
633666,956,989
633667,958,991
633668,958,985
633669,955,985
633670,955,985
633671,956,986
633672,956,987
633673,953,985
633674,951,984
633675,949,984
633676,952,985
633677,955,985
633678,955,989
633679,957,987
633680,959,984
633681,955,985
633682,956,987
633683,957,990
633684,961,988
633685,960,987
633686,957,986
633687,955,984
633688,957,988
633689,959,990
633690,962,991
633691,966,989
633692,964,987
633693,965,987
633694,967,985
633695,971,988
633696,974,986
633697,970,989
633698,970,987
633699,970,989
633700,973,991
633701,976,995
633702,982,996
633703,982,995
633704,980,991
633705,981,992
633706,982,993
633707,981,994
633708,980,994
633709,980,995
633710,981,994
633711,976,995
633712,980,998
633713,984,1002
633714,986,1002
633715,986,1001
633716,986,998
633717,989,998
633718,991,998
633719,988,997
633720,983,998
633721,976,994
633722,971,993
633723,969,991
633724,969,994
633725,967,995
633726,968,996
633727,964,996
633728,961,994
633729,957,991
633730,956,991
633731,954,991
633732,955,991
633733,953,992
633734,955,991
633735,953,991
633736,957,990
633737,957,993
633738,957,992
633739,957,993
633740,955,989
633741,953,990
633742,954,991
633743,957,993
633744,960,994
633745,958,994
633746,959,991
633747,958,990
633748,955,994
633749,958,993
633750,958,992
633751,960,985
633752,955,982
633753,947,974
633754,940,972
633755,935,970
633756,932,972
633757,928,986
633758,921,1007
633759,918,1033
633760,934,1057
633761,959,1072
633762,990,1084
633763,1026,1103
633764,1069,1124
633765,1124,1151
633766,1181,1160
633767,1223,1134
633768,1240,1066
633769,1227,994
633770,1174,959
633771,1087,960
633772,1002,972
633773,954,982
633774,935,988
633775,937,992
633776,941,994
633777,948,992
633778,954,991
633779,956,995
633780,954,995
633781,954,992
633782,955,991
633783,954,987
633784,952,992
633785,954,996
633786,956,997
633787,956,995
633788,953,991
633789,950,991
633790,951,993
633791,951,994
633792,955,994
633793,954,996
633794,951,994
633795,951,996
633796,952,996
633797,953,1000
633798,955,998
633799,956,997
633800,955,994
633801,949,996
633802,951,999
633803,954,999
633804,956,1000
633805,954,998
633806,953,996
633807,952,997
633808,953,999
633809,955,1002
633810,956,1002
633811,956,1001
633812,953,998
633813,949,1000
633814,952,998
633815,955,1002
633816,956,1002
633817,956,1001
633818,955,999
633819,953,998
633820,954,999
633821,957,1002
633822,959,1000
633823,959,1000
633824,960,1000
633825,956,1000
633826,958,1002
633827,959,1003
633828,960,1002
633829,959,1002
633830,958,999
633831,956,998
633832,954,998
633833,955,999
633834,959,1001
633835,957,1002
633836,957,997
633837,953,996
633838,955,997
633839,957,997
633840,957,996
633841,959,994
633842,959,992
633843,956,991
633844,958,992
633845,960,991
633846,960,988
633847,959,987
633848,960,981
633849,957,983
633850,957,984
633851,958,983
633852,958,982
633853,955,978
633854,952,974
633855,951,976
633856,950,975
633857,951,977
633858,951,976
633859,951,975
633860,952,973
633861,947,973
633862,949,975
633863,952,978
633864,954,980
633865,953,984
633866,953,982
633867,954,985
633868,959,987
633869,962,994
633870,966,994
633871,967,995
633872,970,998
633873,969,999
633874,974,1003
633875,974,1006
633876,975,1008
633877,980,1006
633878,980,1007
633879,978,1005
633880,981,1008
633881,983,1013
633882,983,1012
633883,985,1012
633884,985,1012
633885,981,1010
633886,983,1010
633887,983,1011
633888,987,1009
633889,986,1012
633890,986,1009
633891,982,1011
633892,982,1013
633893,984,1013
633894,986,1014
633895,985,1010
633896,986,1006
633897,983,1008
633898,983,1010
633899,985,1010
633900,987,1013
633901,985,1012
633902,986,1009
633903,984,1007
633904,981,1009
633905,982,1010
633906,985,1011
633907,981,1011
633908,979,1009
633909,979,1007
633910,981,1008
633911,983,1009
633912,984,1006
633913,982,1006
633914,981,1006
633915,978,1006
633916,979,1006
633917,980,1008
633918,983,1005
633919,981,1004
633920,979,1003
633921,976,1002
633922,979,1006
633923,981,1005
633924,980,1004
633925,979,1005
633926,979,1001
633927,975,999
633928,975,1003
633929,976,1005
633930,977,1003
633931,975,1003
633932,976,998
633933,974,1000
633934,973,1001
633935,974,1002
633936,976,1003
633937,976,1001
633938,976,1002
633939,972,998
633940,974,999
633941,973,1004
633942,976,1003
633943,976,1002
633944,975,1001
633945,974,1001
633946,975,1002
633947,978,1003
633948,981,1001
633949,981,1001
633950,982,999
633951,984,999
633952,984,999
633953,987,1003
633954,988,1003
633955,990,1003
633956,990,1001
633957,989,1001
633958,991,1001
633959,993,1004
633960,994,1003
633961,992,1004
633962,993,1003
633963,995,1003
633964,998,1008
633965,997,1012
633966,1004,1008
633967,1004,1008
633968,1002,1008
633969,1002,1008
633970,1000,1011
633971,1000,1014
633972,999,1015
633973,1000,1015
633974,1002,1015
633975,1000,1017
633976,1001,1020
633977,1004,1020
633978,1010,1016
633979,1015,1014
633980,1009,1012
633981,1000,1009
633982,993,1009
633983,989,1011
633984,990,1012
633985,986,1009
633986,981,1007
633987,976,1005
633988,971,1006
633989,970,1007
633990,972,1008
633991,974,1005
633992,972,1005
633993,971,1004
633994,971,1006
633995,971,1006
633996,971,1004
633997,970,1006
633998,971,1001
633999,966,1001
634000,967,1004
634001,965,1006
634002,968,1008
634003,971,1005
634004,968,1004
634005,967,1002
634006,970,1005
634007,971,1007
634008,971,1004
634009,972,1002
634010,970,1000
634011,968,997
634012,965,992
634013,960,987
634014,954,982
634015,948,976
634016,943,971
634017,940,975
634018,934,995
634019,926,1027
634020,929,1055
634021,949,1080
634022,979,1097
634023,1013,1120
634024,1056,1149
634025,1112,1179
634026,1177,1190
634027,1226,1170
634028,1251,1105
634029,1242,1026
634030,1188,983
634031,1103,984
634032,1016,994
634033,953,995
634034,935,997
634035,940,1000
634036,955,999
634037,964,1002
634038,968,997
634039,964,996
634040,963,997
634041,960,993
634042,961,997
634043,961,999
634044,962,998
634045,960,999
634046,961,997
634047,960,996
634048,960,995
634049,962,1000
634050,962,999
634051,962,998
634052,961,995
634053,957,995
634054,959,997
634055,959,998
634056,963,997
634057,962,997
634058,963,997
634059,960,997
634060,960,998
634061,963,997
634062,967,998
634063,965,998
634064,964,998
634065,964,996
634066,961,999
634067,964,1000
634068,966,1000
634069,966,1000
634070,962,996
634071,961,996
634072,961,995
634073,961,999
634074,962,1000
634075,961,998
634076,962,996
634077,960,997
634078,962,996
634079,961,997
634080,963,999
634081,963,996
634082,961,992
634083,959,994
634084,961,995
634085,961,999
634086,961,999
634087,965,996
634088,962,994
634089,958,993
634090,962,995
634091,963,996
634092,965,997
634093,967,995
634094,965,994
634095,962,990
634096,964,992
634097,964,992
634098,965,991
634099,967,991
634100,965,987
634101,964,988
634102,963,988
634103,963,987
634104,965,986
634105,966,984
634106,966,981
634107,962,981
634108,961,981
634109,962,983
634110,965,980
634111,964,981
634112,962,977
634113,962,977
634114,963,980
634115,964,981
634116,966,982
634117,967,979
634118,965,977
634119,964,980
634120,965,982
634121,967,984
634122,970,986
634123,973,988
634124,970,988
634125,971,992
634126,973,994
634127,975,996
634128,978,999
634129,978,1000
634130,979,1000
634131,976,1002
634132,977,1003
634133,979,1005
634134,984,1007
634135,982,1006
634136,984,1002
634137,980,1005
634138,980,1007
634139,982,1009
634140,985,1010
634141,984,1009
634142,983,1006
634143,981,1006
634144,981,1007
634145,984,1008
634146,985,1011
634147,986,1010
634148,984,1009
634149,982,1005
634150,983,1010
634151,985,1010
634152,984,1007
634153,983,1007
634154,983,1007
634155,979,1005
634156,980,1005
634157,981,1008
634158,983,1009
634159,983,1006
634160,979,1005
634161,978,1004
634162,977,1006
634163,981,1006
634164,982,1009
634165,983,1007
634166,982,1006
634167,980,1003
634168,979,1005
634169,981,1006
634170,982,1005
634171,980,1004
634172,977,1001
634173,975,1002
634174,974,1003
634175,975,1005
634176,976,1003
634177,978,1002
634178,974,999
634179,973,1000
634180,974,1002
634181,974,1003
634182,975,1004
634183,977,1000
634184,974,1000
634185,974,1000
634186,973,1000
634187,975,1002
634188,978,1002
634189,975,1001
634190,975,999
634191,973,998
634192,973,998
634193,973,999
634194,974,1002
634195,972,1002
634196,971,1001
634197,972,998
634198,970,1003
634199,971,1004
634200,974,1003
634201,973,1001
634202,973,998
634203,971,997
634204,972,998
634205,972,1001
634206,973,1002
634207,973,1002
634208,972,999
634209,971,998
634210,973,997
634211,973,1000
634212,979,998
634213,979,1002
634214,982,1000
634215,982,1000
634216,981,1002
634217,987,1002
634218,990,1002
634219,993,1001
634220,993,1002
634221,991,1002
634222,992,1006
634223,995,1008
634224,997,1009
634225,1000,1009
634226,998,1006
634227,996,1007
634228,998,1008
634229,996,1010
634230,995,1013
634231,996,1011
634232,995,1011
634233,995,1013
634234,994,1018
634235,996,1019
634236,1000,1019
634237,1004,1016
634238,1006,1013
634239,1001,1008
634240,995,1009
634241,991,1011
634242,988,1012
634243,988,1008
634244,985,1006
634245,982,1005
634246,978,1009
634247,978,1008
634248,978,1007
634249,976,1006
634250,971,1004
634251,968,1002
634252,968,1004
634253,970,1006
634254,972,1007
634255,970,1005
634256,968,1000
634257,966,1003
634258,963,1003
634259,968,1006
634260,968,1003
634261,966,1003
634262,965,1003
634263,964,1001
634264,965,1002
634265,966,1005
634266,968,1004
634267,969,1002
634268,966,995
634269,962,988
634270,957,987
634271,951,981
634272,945,976
634273,940,980
634274,929,998
634275,920,1023
634276,926,1055
634277,947,1074
634278,979,1091
634279,1015,1116
634280,1060,1142
634281,1119,1163
634282,1182,1159
634283,1217,1109
634284,1224,1033
634285,1183,982
634286,1103,972
634287,1013,987
634288,952,994
634289,931,996
634290,937,1002
634291,948,1001
634292,960,998
634293,957,995
634294,958,995
634295,959,998
634296,962,997
634297,962,999
634298,961,998
634299,959,996
634300,959,999
634301,959,1001
634302,959,1000
634303,956,999
634304,956,997
634305,956,997
634306,955,998
634307,958,1001
634308,959,999
634309,958,999
634310,959,997
634311,959,997
634312,958,998
634313,960,1002
634314,961,1001
634315,960,1002
634316,959,1000
634317,957,998
634318,958,999
634319,958,1001
634320,959,1003
634321,959,1000
634322,959,998
634323,957,999
634324,957,1001
634325,958,1003
634326,961,1000
634327,959,1002
634328,959,999
634329,959,998
634330,959,1000
634331,961,1002
634332,964,1000
634333,962,998
634334,960,996
634335,959,995
634336,961,998
634337,961,1000
634338,962,1000
634339,960,1000
634340,960,996
634341,960,995
634342,959,997
634343,961,1000
634344,963,999
634345,965,1000
634346,963,997
634347,961,996
634348,961,995
634349,964,997
634350,965,995
634351,965,996
634352,964,992
634353,963,992
634354,960,991
634355,963,991
634356,967,991
634357,966,988
634358,964,986
634359,963,984
634360,962,985
634361,964,988
634362,966,985
634363,963,983
634364,961,982
634365,961,979
634366,959,980
634367,960,979
634368,963,979
634369,961,981
634370,962,978
634371,964,978
634372,960,979
634373,960,980
634374,962,982
634375,962,984
634376,960,983
634377,959,985
634378,961,989
634379,962,994
634380,968,995
634381,969,996
634382,968,995
634383,969,996
634384,969,999
634385,974,1004
634386,977,1008
634387,979,1007
634388,980,1004
634389,978,1006
634390,980,1006
634391,982,1008
634392,980,1009
634393,980,1009
634394,981,1008
634395,979,1008
634396,978,1008
634397,979,1011
634398,981,1011
634399,981,1007
634400,978,1007
634401,975,1005
634402,976,1006
634403,978,1009
634404,981,1010
634405,980,1011
634406,977,1009
634407,976,1008
634408,977,1010
634409,980,1008
634410,982,1010
634411,980,1009
634412,978,1008
634413,975,1007
634414,973,1006
634415,976,1010
634416,980,1009
634417,980,1006
634418,977,1009
634419,976,1005
634420,976,1007
634421,976,1007
634422,976,1009
634423,974,1005
634424,972,1004
634425,972,1004
634426,972,1004
634427,973,1006
634428,978,1007
634429,977,1005
634430,974,1001
634431,972,1001
634432,972,1003
634433,971,1004
634434,973,1006
634435,973,1003
634436,971,1002
634437,968,1002
634438,967,1000
634439,970,1003
634440,973,1003
634441,972,1002
634442,970,998
634443,966,997
634444,965,1001
634445,965,1003
634446,969,1001
634447,967,1000
634448,966,1000
634449,965,997
634450,965,996
634451,965,1000
634452,969,1000
634453,967,1000
634454,965,997
634455,967,997
634456,967,995
634457,967,997
634458,966,997
634459,967,999
634460,966,997
634461,964,999
634462,964,1002
634463,966,1003
634464,969,1001
634465,970,1002
634466,968,999
634467,967,997
634468,965,1001
634469,969,1001
634470,972,1000
634471,971,1000
634472,975,997
634473,971,997
634474,972,1000
634475,978,1002
634476,981,1002
634477,982,1003
634478,983,999
634479,982,999
634480,983,1003
634481,986,1004
634482,990,1008
634483,991,1009
634484,990,1009
634485,990,1008
634486,992,1008
634487,993,1007
634488,993,1008
634489,990,1009
634490,987,1009
634491,986,1011
634492,987,1013
634493,990,1019
634494,992,1019
634495,990,1017
634496,992,1016
634497,993,1013
634498,997,1010
634499,999,1011
634500,995,1012
634501,987,1010
634502,980,1008
634503,976,1003
634504,975,1007
634505,975,1005
634506,972,1005
634507,972,1004
634508,965,1001
634509,962,1002
634510,960,1002
634511,960,1003
634512,962,1003
634513,960,1003
634514,960,1003
634515,959,1002
634516,960,1003
634517,963,1004
634518,964,1002
634519,961,1002
634520,959,999
634521,955,999
634522,955,1003
634523,957,1004
634524,956,1002
634525,955,1000
634526,955,1000
634527,953,998
634528,954,994
634529,956,990
634530,950,986
634531,941,980
634532,936,974
634533,929,977
634534,921,992
634535,915,1014
634536,918,1036
634537,932,1053
634538,954,1066
634539,981,1084
634540,1015,1106
634541,1066,1135
634542,1124,1160
634543,1181,1176
634544,1225,1170
634545,1248,1141
634546,1246,1098
634547,1220,1045
634548,1174,996
634549,1116,960
634550,1054,943
634551,1005,950
634552,966,965
634553,939,981
634554,924,988
634555,922,992
634556,931,991
634557,943,991
634558,948,992
634559,948,996
634560,946,995
634561,947,995
634562,947,992
634563,947,993
634564,946,996
634565,946,997
634566,948,995
634567,946,995
634568,946,993
634569,946,991
634570,944,994
634571,945,996
634572,947,999
634573,946,997
634574,947,995
634575,942,994
634576,941,996
634577,941,996
634578,945,997
634579,946,998
634580,948,996
634581,945,994
634582,943,995
634583,943,998
634584,947,1000
634585,947,997
634586,946,992
634587,944,993
634588,943,994
634589,945,997
634590,946,996
634591,945,998
634592,943,993
634593,942,993
634594,940,997
634595,941,1001
634596,945,998
634597,945,996
634598,945,994
634599,942,992
634600,939,993
634601,943,996
634602,946,993
634603,944,994
634604,944,996
634605,942,997
634606,939,995
634607,944,995
634608,944,994
634609,944,994
634610,941,991
634611,939,992
634612,942,995
634613,942,997
634614,944,996
634615,945,998
634616,945,992
634617,946,991
634618,946,989
634619,948,990
634620,949,991
634621,948,990
634622,944,988
634623,943,985
634624,943,986
634625,942,987
634626,942,985
634627,939,983
634628,938,981
634629,937,978
634630,938,979
634631,942,982
634632,944,978
634633,941,979
634634,937,972
634635,935,972
634636,936,973
634637,937,975
634638,939,975
634639,940,976
634640,938,976
634641,938,974
634642,938,974
634643,939,978
634644,941,979
634645,938,979
634646,938,980
634647,937,983
634648,941,986
634649,945,992
634650,949,994
634651,951,996
634652,952,997
634653,953,996
634654,957,998
634655,961,1003
634656,965,1006
634657,962,1008
634658,967,1004
634659,965,1004
634660,963,1004
634661,963,1004
634662,966,1004
634663,964,1004
634664,963,1005
634665,962,1006
634666,964,1007
634667,966,1006
634668,970,1005
634669,968,1005
634670,964,1002
634671,962,1000
634672,962,1001
634673,964,1006
634674,968,1006
634675,966,1008
634676,966,1006
634677,963,1005
634678,963,1006
634679,968,1009
634680,970,1009
634681,969,1008
634682,967,1003
634683,966,1001
634684,962,1001
634685,963,1001
634686,960,1002
634687,960,1004
634688,959,1002
634689,960,1001
634690,961,1002
634691,962,1003
634692,967,1004
634693,965,1003
634694,963,999
634695,961,1000
634696,959,1001
634697,962,1002
634698,965,1003
634699,963,1003
634700,962,1001
634701,960,998
634702,959,998
634703,959,1000
634704,960,999
634705,959,999
634706,957,995
634707,953,996
634708,956,996
634709,958,999
634710,961,999
634711,955,999
634712,956,996
634713,954,994
634714,954,995
634715,954,997
634716,955,996
634717,954,997
634718,953,994
634719,950,992
634720,951,994
634721,956,995
634722,954,995
634723,954,996
634724,950,992
634725,952,993
634726,950,993
634727,955,999
634728,956,997
634729,955,995
634730,953,993
634731,953,993
634732,951,994
634733,954,995
634734,955,994
634735,956,996
634736,953,995
634737,952,994
634738,951,994
634739,953,995
634740,956,996
634741,955,995
634742,953,994
634743,952,995
634744,954,994
634745,955,996
634746,958,995
634747,960,996
634748,958,992
634749,959,991
634750,960,993
634751,964,998
634752,967,998
634753,970,997
634754,970,995
634755,971,995
634756,973,996
634757,975,999
634758,978,1001
634759,976,1001
634760,978,1002
634761,977,1001
634762,979,1002
634763,980,1006
634764,983,1005
634765,980,1003
634766,979,1000
634767,979,999
634768,977,1000
634769,977,1005
634770,977,1009
634771,978,1008
634772,977,1006
634773,977,1006
634774,979,1010
634775,979,1014
634776,982,1012
634777,983,1011
634778,986,1008
634779,984,1006
634780,975,1006
634781,972,1007
634782,969,1005
634783,966,1004
634784,965,1004
634785,959,1000
634786,956,1002
634787,954,1005
634788,955,1001
634789,955,1004
634790,955,1000
634791,953,999
634792,953,1001
634793,953,1005
634794,955,1002
634795,951,1003
634796,950,1000
634797,948,1000
634798,949,1001
634799,949,1003
634800,953,1004
634801,952,1003
634802,948,1004
634803,947,1003
634804,946,1003
634805,950,1003
634806,953,1002
634807,951,997
634808,948,992
634809,943,988
634810,934,982
634811,929,977
634812,927,974
634813,922,972
634814,911,976
634815,902,985
634816,899,1002
634817,908,1026
634818,923,1049
634819,939,1067
634820,962,1076
634821,984,1089
634822,1015,1111
634823,1060,1136
634824,1120,1159
634825,1177,1162
634826,1215,1129
634827,1226,1058
634828,1202,994
634829,1143,971
634830,1059,976
634831,981,988
634832,934,990
634833,919,995
634834,923,1000
634835,934,1002
634836,941,1002
634837,944,1000
634838,943,999
634839,941,998
634840,941,998
634841,945,1004
634842,948,1003
634843,948,1005
634844,947,1003
634845,947,1001
634846,945,1002
634847,947,1000
634848,948,1001
634849,948,1002
634850,946,1002
634851,944,1000
634852,944,1001
634853,946,1004
634854,946,1003
634855,944,1003
634856,945,1001
634857,945,998
634858,944,1003
634859,945,1006
634860,948,1005
634861,946,1005
634862,945,1002
634863,943,1002
634864,943,1003
634865,943,1004
634866,945,1006
634867,946,1005
634868,945,1003
634869,942,1000
634870,943,1004
634871,944,1006
634872,947,1004
634873,947,1005
